State,District,Year,Season,Crop,Rainfall,Temperature,Area,Yield
4,DIBRUGARH,2008,1,1,2012.8,25.9756666666667,258,203
4,DIBRUGARH,2008,2,2,435.7,18.8831666666667,156,170
4,DIBRUGARH,2009,1,1,1864,26.48,107,93
4,DIBRUGARH,2009,2,2,319.1,19.669,208,226
4,DIBRUGARH,2010,1,1,2001.1,26.0861666666667,102,118
4,DIBRUGARH,2010,2,2,632.8,19.3221666666667,123,154
4,GOALPARA,2004,1,1,2529.1,25.4776666666667,15560,14578
4,GOALPARA,2004,2,2,74.5,18.859,2468,3445
4,GOALPARA,2005,1,1,2395.9,25.9281666666667,15714,17937
4,GOALPARA,2005,2,2,414.7,19.0931666666667,2820,3745
4,GOALPARA,2006,1,1,1800.8,26.1511666666667,15213,15165
4,KOKRAJHAR,2008,1,1,3330.9,25.9756666666667,28265,23163
4,KOKRAJHAR,2008,2,2,505.4,18.8831666666667,2507,3106
4,KOKRAJHAR,2009,1,1,2622.1,26.48,27619,26333
4,KOKRAJHAR,2009,2,2,227,19.669,2873,3416
4,KOKRAJHAR,2010,1,1,3413.8,26.0861666666667,24663,28902
4,KOKRAJHAR,2010,2,2,682.4,19.3221666666667,3751,5876
4,LAKHIMPUR,1997,1,1,1420.099,25.3946666666667,18325,11793
4,LAKHIMPUR,1997,2,2,309.117,18.0893333333333,880,751
4,LAKHIMPUR,1998,1,1,1959.97,26.2861666666667,18100,5844
4,LAKHIMPUR,1998,2,2,311.369,19.0035,1000,507
4,LAKHIMPUR,1999,1,1,1774.944,25.7741666666667,19125,16422
4,LAKHIMPUR,1999,2,2,222.252,20.1671666666667,925,951
5,AURANGABAD,2007,2,2,0,21.232,64344,121554
5,AURANGABAD,2008,2,2,0,21.4638333333333,95363,107196
5,AURANGABAD,2009,2,2,0,22.1066666666667,62504,93299
5,AURANGABAD,2010,2,2,0,22.1408333333333,56136,113009
5,BANKA,1997,1,1,954.52,28.6441666666667,38,59
5,BANKA,1997,2,2,82.023,20.6291666666667,24063,36121
5,BANKA,1998,1,3,1049.759,29.4908333333333,44,26
5,BANKA,1998,2,2,91.567,20.9988333333333,27786,37804
5,BHAGALPUR,2009,2,2,10.8,22.1066666666667,41716,88621
5,BHAGALPUR,2010,1,1,748.8,29.5891666666667,1185,1034
5,BHAGALPUR,2010,1,3,748.8,29.5891666666667,5,6
5,BHAGALPUR,2010,1,4,748.8,29.5891666666667,7,7
5,BHAGALPUR,2010,2,2,16.4,22.1408333333333,43700,112592
5,BHOJPUR,1997,1,1,764.787,28.6441666666667,682,733
5,BHOJPUR,1997,1,3,764.787,28.6441666666667,828,513
5,BHOJPUR,1997,1,4,764.787,28.6441666666667,849,705
5,BHOJPUR,1997,2,2,73.244,20.6291666666667,81288,163581
5,BHOJPUR,1998,1,3,764.692,29.4908333333333,997,587
5,GOPALGANJ,2009,2,2,1,22.1066666666667,83878,169769
5,GOPALGANJ,2010,1,1,883.2,29.5891666666667,62233,62637
5,GOPALGANJ,2010,1,3,883.2,29.5891666666667,14,16
5,GOPALGANJ,2010,2,2,0,22.1408333333333,83427,282764
5,JAMUI,1997,2,2,82.258,20.6291666666667,19299,24094
5,JAMUI,1998,1,3,993.683,29.4908333333333,38,22
5,JAMUI,1998,2,2,87.721,20.9988333333333,20253,24345
5,JAMUI,1999,1,4,990.707,28.6108333333333,1367,1623
5,MADHUBANI,2008,2,2,0,21.4638333333333,94052,148258
5,MADHUBANI,2009,1,1,868.2,29.2576666666667,44464,42806
5,MADHUBANI,2009,1,4,868.2,29.2576666666667,83,87
5,MADHUBANI,2009,2,2,0,22.1066666666667,95278,203052
5,MADHUBANI,2010,1,1,517.8,29.5891666666667,42514,28004
5,MADHUBANI,2010,2,2,0,22.1408333333333,95184,225941
5,MUNGER,1997,1,1,867.212,28.6441666666667,5,5
5,MUNGER,1997,2,2,75.658,20.6291666666667,15315,23850
5,MUNGER,1998,2,2,74.725,20.9988333333333,16727,25236
5,MUNGER,1999,1,4,928.415,28.6108333333333,76,90
5,MUNGER,1999,2,2,25.276,22.1488333333333,19020,35893
5,PURNIA,2001,2,2,51.433,21.5185,58812,91884
5,PURNIA,2002,1,1,956.373,28.9333333333333,20792,24332
5,PURNIA,2002,2,2,77.205,21.6976666666667,57017,84862
5,ROHTAS,1997,1,1,740.34,28.6441666666667,1047,1637
5,ROHTAS,1997,1,3,740.34,28.6441666666667,18,11
5,ROHTAS,1997,1,4,740.34,28.6441666666667,19,16
5,ROHTAS,1997,2,2,86.176,20.6291666666667,110613,178489
5,ROHTAS,1998,1,3,777.358,29.4908333333333,38,22
5,ROHTAS,1998,1,4,777.358,29.4908333333333,13,14
5,SHEOHAR,2001,1,1,792.134,28.804,53,108
5,SHEOHAR,2001,2,2,36.168,21.5185,10936,25480
5,SHEOHAR,2002,1,1,893.975,28.9333333333333,5671,7764
5,SHEOHAR,2002,2,2,62.022,21.6976666666667,10944,19140
5,SITAMARHI,1997,1,1,1032.326,28.6441666666667,22925,28028
5,SITAMARHI,1997,1,3,1032.326,28.6441666666667,24,15
5,SITAMARHI,1997,1,4,1032.326,28.6441666666667,8,7
5,SITAMARHI,1997,2,2,75.281,20.6291666666667,51968,96812
5,SITAMARHI,1998,1,3,1060.15,29.4908333333333,9,5
6,CHANDIGARH,2000,2,2,54.5,9.70866666666667,750,3375
6,CHANDIGARH,2001,1,1,433.1,18.7066666666667,50,250
6,CHANDIGARH,2001,2,2,37.4,10.021,750,3350
6,CHANDIGARH,2002,1,1,438.7,18.9001666666667,140,700
6,CHANDIGARH,2002,2,2,69.3,10.1251666666667,700,3315
6,CHANDIGARH,2004,1,1,1122.2,18.2826666666667,80,400
7,BASTAR,2009,1,1,1030.9,29.16,240074,278302
7,BASTAR,2009,2,2,7.4,24.6423333333333,817,1651
7,BASTAR,2010,1,4,1502.4,29.0331666666667,554,916
7,BASTAR,2010,1,1,1502.4,29.0331666666667,239376,401486
7,BASTAR,2010,2,2,120.8,24.4851666666667,672,1420
7,BILASPUR,2004,1,4,1132.1,28.2815,423,259
7,BILASPUR,2004,1,1,1132.1,28.2815,321626,433960
7,BILASPUR,2004,2,2,140.2,23.7291666666667,12903,10878
7,BILASPUR,2005,1,4,1340.2,28.861,417,341
7,DURG,2009,1,1,695.7,29.16,451263,355753
7,DURG,2009,2,2,99.2,24.6423333333333,24553,23160
7,DURG,2010,1,4,1112.9,29.0331666666667,50,76
7,DURG,2010,1,1,1112.9,29.0331666666667,462087,844764
7,DURG,2010,2,2,36.8,24.4851666666667,26321,26725
7,JASHPUR,2004,1,3,1292.8,28.2815,12,4
7,JASHPUR,2004,1,4,1292.8,28.2815,148,106
7,JASHPUR,2004,1,1,1292.8,28.2815,180028,167461
7,JASHPUR,2004,2,2,36,23.7291666666667,1434,1631
7,JASHPUR,2005,1,3,1340,28.861,17,6
7,MAHASAMUND,2009,2,2,0,24.6423333333333,1358,2101
7,MAHASAMUND,2010,1,4,1104.9,29.0331666666667,37,53
7,MAHASAMUND,2010,1,1,1104.9,29.0331666666667,266738,486688
7,MAHASAMUND,2010,2,2,25.1,24.4851666666667,1328,2149
7,RAIGARH,2004,1,3,1031,28.2815,25,8
7,RAIGARH,2004,1,4,1031,28.2815,35,22
7,RAIGARH,2004,1,1,1031,28.2815,241526,250401
7,RAIGARH,2004,2,2,18.8,23.7291666666667,1895,2229
7,RAJNANDGAON,2010,1,4,1192.1,29.0331666666667,55,83
7,RAJNANDGAON,2010,1,1,1192.1,29.0331666666667,274412,438569
7,RAJNANDGAON,2010,2,2,29.8,24.4851666666667,14189,14313
7,SURGUJA,2004,1,4,927.7,28.2815,1593,1078
7,SURGUJA,2004,1,1,927.7,28.2815,310959,299182
7,SURGUJA,2004,2,2,43.9,23.7291666666667,19601,20672
7,SURGUJA,2005,1,3,987.4,28.861,3,3
10,AHMADABAD,2001,2,2,2.027,24.5861666666667,81000,103500
10,AHMADABAD,2002,1,3,335.967,29.9576666666667,38200,39100
10,AHMADABAD,2002,1,1,335.967,29.9576666666667,47500,39300
10,AHMADABAD,2002,2,4,0.87,24.8771666666667,200,100
10,AHMADABAD,2002,2,2,0.87,24.8771666666667,79500,107400
10,AMRELI,1997,1,3,777.725,29.2145,46100,97200
10,AMRELI,1997,1,4,777.725,29.2145,17600,6000
10,AMRELI,1997,2,4,8.603,23.5933333333333,1700,1500
10,AMRELI,1997,2,2,8.603,23.5933333333333,17300,49300
10,ANAND,2009,2,2,1.3,25.4421666666667,48300,107000
10,ANAND,2010,1,3,831.3,30.0608333333333,28000,36000
10,ANAND,2010,1,4,831.3,30.0608333333333,100,100
10,ANAND,2010,1,1,831.3,30.0608333333333,87700,185200
10,ANAND,2010,2,4,32.2,25.1511666666667,400,400
10,ANAND,2010,2,2,32.2,25.1511666666667,58800,156100
10,BANAS KANTHA,1997,1,3,544.12,29.2145,188200,109700
10,BANAS KANTHA,1997,1,4,544.12,29.2145,4500,100
10,BANAS KANTHA,1997,2,2,25.217,23.5933333333333,42600,109700
10,BANAS KANTHA,1998,1,3,809.763,30.2956666666667,194700,51200
10,BHAVNAGAR,2009,1,4,380.9,30.0501666666667,4400,4400
10,BHAVNAGAR,2009,2,2,2.2,25.4421666666667,5400,13500
10,BHAVNAGAR,2010,1,3,737.4,30.0608333333333,45700,114900
10,BHAVNAGAR,2010,2,4,52.6,25.1511666666667,1200,1300
10,BHAVNAGAR,2010,2,2,52.6,25.1511666666667,31700,92900
10,GANDHINAGAR,1997,1,3,629.5,29.2145,4800,3300
10,GANDHINAGAR,1997,2,2,16.4,23.5933333333333,8800,25700
10,GANDHINAGAR,1998,1,3,884.9,30.2956666666667,3700,1900
10,GANDHINAGAR,1998,1,4,884.9,30.2956666666667,3300,2800
10,KACHCHH,2002,1,3,136.691,29.9576666666667,43300,17000
10,KACHCHH,2002,2,2,5.064,24.8771666666667,16200,39600
10,KHEDA,1997,1,3,707.527,29.2145,78200,94100
10,KHEDA,1997,1,4,707.527,29.2145,700,500
10,KHEDA,1997,2,4,19.834,23.5933333333333,800,600
10,KHEDA,1997,2,2,19.834,23.5933333333333,69200,117200
10,KHEDA,2010,1,1,812.6,30.0608333333333,87300,210500
10,KHEDA,2010,2,4,34.4,25.1511666666667,100,100
10,KHEDA,2010,2,2,34.4,25.1511666666667,100400,271200
10,MAHESANA,1997,1,3,612.913,29.2145,68500,58500
10,MAHESANA,1997,1,4,612.913,29.2145,8700,6800
10,MAHESANA,1997,2,4,19.893,23.5933333333333,400,300
10,MAHESANA,1997,2,2,19.893,23.5933333333333,85900,230200
10,MAHESANA,1998,1,3,856.967,30.2956666666667,75100,41000
10,MAHESANA,1998,1,4,856.967,30.2956666666667,2200,1900
10,NAVSARI,2009,2,2,34.4,25.4421666666667,700,1800
10,NAVSARI,2010,1,4,1951.2,30.0608333333333,1000,1100
10,NAVSARI,2010,1,1,1951.2,30.0608333333333,62600,161300
10,NAVSARI,2010,2,4,30.8,25.1511666666667,1200,1400
10,NAVSARI,2010,2,2,30.8,25.1511666666667,600,1900
10,PANCH MAHALS,1997,1,3,902.805,29.2145,9300,9000
10,PANCH MAHALS,1997,1,4,902.805,29.2145,1600,1300
10,PANCH MAHALS,1997,2,4,34.479,23.5933333333333,3900,2600
10,PANCH MAHALS,1997,2,2,34.479,23.5933333333333,70700,144800
10,PORBANDAR,2008,2,2,2.5,24.3046666666667,5600,15100
10,PORBANDAR,2009,1,3,1455.8,30.0501666666667,300,400
10,PORBANDAR,2009,2,4,0,25.4421666666667,15900,12800
10,PORBANDAR,2009,2,2,0,25.4421666666667,2200,5900
10,PORBANDAR,2010,1,3,1696.3,30.0608333333333,100,200
10,PORBANDAR,2010,2,4,82.5,25.1511666666667,13400,17000
10,PORBANDAR,2010,2,2,82.5,25.1511666666667,34600,115200
10,RAJKOT,1997,1,3,964.87,29.2145,61600,94400
10,RAJKOT,1997,2,2,6.887,23.5933333333333,63500,225100
10,RAJKOT,1998,1,3,1270.127,30.2956666666667,50900,50700
10,RAJKOT,1998,1,4,1270.127,30.2956666666667,100,100
10,RAJKOT,1998,2,2,8.948,24.3145,43900,139200
10,SURAT,2010,1,4,1534.7,30.0608333333333,16300,19400
10,SURAT,2010,1,1,1534.7,30.0608333333333,60700,124000
10,SURAT,2010,2,4,36.2,25.1511666666667,2400,2700
10,SURAT,2010,2,2,36.2,25.1511666666667,6200,18900
10,SURENDRANAGAR,1997,1,3,740.235,29.2145,85900,103000
10,SURENDRANAGAR,1997,2,4,12.002,23.5933333333333,100,100
10,SURENDRANAGAR,1997,2,2,12.002,23.5933333333333,22500,46800
10,SURENDRANAGAR,1998,1,3,983.897,30.2956666666667,74900,98900
10,SURENDRANAGAR,1998,1,1,983.897,30.2956666666667,100,300
10,VADODARA,2002,1,1,603.73,29.9576666666667,47200,38000
10,VADODARA,2002,2,4,7.696,24.8771666666667,9400,8500
10,VADODARA,2002,2,2,7.696,24.8771666666667,10500,24000
10,VALSAD,2004,1,4,2338.6,29.5008333333333,100,100
10,VALSAD,2004,1,1,2338.6,29.5008333333333,49100,89400
10,VALSAD,2004,2,2,0,25.2666666666667,500,1300
10,VALSAD,2005,1,4,2793.1,29.4533333333333,200,200
11,BHIWANI,2009,2,2,25.4,20.2255,156606,561000
11,BHIWANI,2010,1,3,414.7,30.7345,199982,326000
11,BHIWANI,2010,1,1,414.7,30.7345,21314,44000
11,BHIWANI,2010,2,2,26.4,20.5591666666667,158991,710000
11,FARIDABAD,1997,1,3,516.628,29.3863333333333,19000,22000
11,FARIDABAD,1997,1,4,516.628,29.3863333333333,28000,8000
11,FARIDABAD,1997,1,1,516.628,29.3863333333333,21000,59000
11,FARIDABAD,1997,2,2,81.58,18.2306666666667,119000,449000
11,FARIDABAD,1998,1,3,663.546,30.7776666666667,15532,16000
11,GURGAON,2010,1,1,812.9,30.7345,5151,14000
11,GURGAON,2010,2,2,28.3,20.5591666666667,50833,240000
11,HISAR,1997,1,3,438.811,29.3863333333333,62000,109000
11,HISAR,1997,1,1,438.811,29.3863333333333,22000,64000
11,HISAR,1997,2,2,59.616,18.2306666666667,158000,654000
11,HISAR,1998,1,3,386.275,30.7776666666667,64581,90000
11,HISAR,1998,1,1,386.275,30.7776666666667,43409,97000
11,JIND,2010,1,3,507.4,30.7345,43201,89000
11,JIND,2010,1,1,507.4,30.7345,113883,284000
11,JIND,2010,2,2,36.2,20.5591666666667,215854,982000
11,KAITHAL,1997,1,3,569.744,29.3863333333333,6000,11000
11,KAITHAL,1997,1,1,569.744,29.3863333333333,150000,434000
11,KAITHAL,1997,2,2,84.513,18.2306666666667,160000,570000
11,KAITHAL,1998,1,3,433.285,30.7776666666667,4377,5000
11,KAITHAL,1998,1,1,433.285,30.7776666666667,162169,349000
11,KARNAL,2008,2,2,26.5,19.9381666666667,171983,791000
11,KARNAL,2009,1,3,449.9,30.997,1235,2000
11,KARNAL,2009,1,1,449.9,30.997,171517,521000
11,KARNAL,2009,2,2,35.7,20.2255,171412,773000
11,KARNAL,2010,1,1,841.2,30.7345,172698,461000
11,KARNAL,2010,2,2,35.6,20.5591666666667,170864,760000
11,KURUKSHETRA,1997,1,1,634.434,29.3863333333333,106000,327000
11,KURUKSHETRA,1997,2,2,100.981,18.2306666666667,97000,371000
11,KURUKSHETRA,1998,1,1,515.543,30.7776666666667,113715,267000
11,KURUKSHETRA,1998,2,2,91.16,19.1206666666667,106081,453000
11,PANCHKULA,2010,1,4,691.8,30.7345,656,1000
11,PANCHKULA,2010,1,1,691.8,30.7345,9070,30000
11,PANCHKULA,2010,2,2,15.6,20.5591666666667,16270,42000
11,PANIPAT,1997,1,3,555.255,29.3863333333333,1000,1000
11,PANIPAT,1997,1,1,555.255,29.3863333333333,69000,169000
11,PANIPAT,1997,2,2,89.682,18.2306666666667,76000,252000
11,PANIPAT,1998,1,1,527.722,30.7776666666667,71746,154000
11,PANIPAT,1998,2,2,74.168,19.1206666666667,81821,326000
11,REWARI,2010,1,3,613.9,30.7345,66706,126000
11,REWARI,2010,1,4,613.9,30.7345,980,1000
11,REWARI,2010,1,1,613.9,30.7345,2746,8000
11,REWARI,2010,2,2,11.2,20.5591666666667,50513,243000
11,ROHTAK,1997,1,3,451.116,29.3863333333333,19000,22000
11,ROHTAK,1997,1,4,451.116,29.3863333333333,28000,6000
11,ROHTAK,1997,1,1,451.116,29.3863333333333,16000,29000
11,ROHTAK,1997,2,2,68.409,18.2306666666667,74000,245000
11,ROHTAK,1998,1,3,504.298,30.7776666666667,18761,21000
11,ROHTAK,1998,1,4,504.298,30.7776666666667,28054,6000
11,ROHTAK,1998,1,1,504.298,30.7776666666667,27522,53000
11,SONIPAT,2001,1,4,479.779,30.3511666666667,12109,3000
11,SONIPAT,2001,1,1,479.779,30.3511666666667,78764,148000
11,SONIPAT,2001,2,2,43.342,19.6335,135857,594000
11,SONIPAT,2002,1,3,290.895,31.3043333333333,2979,5000
11,SONIPAT,2002,1,4,290.895,31.3043333333333,14147,3000
11,SONIPAT,2002,1,1,290.895,31.3043333333333,43976,96000
11,SONIPAT,2002,2,2,35.34,19.9966666666667,131383,569000
11,YAMUNANAGAR,1997,1,3,684.233,29.3863333333333,1000,1000
11,YAMUNANAGAR,1997,1,1,684.233,29.3863333333333,54000,168000
11,YAMUNANAGAR,1997,2,2,112.601,18.2306666666667,63000,204000
11,YAMUNANAGAR,1998,1,3,598.848,30.7776666666667,1197,1000
11,YAMUNANAGAR,1998,1,1,598.848,30.7776666666667,58461,130000
11,YAMUNANAGAR,1998,2,2,106.952,19.1206666666667,63403,252000
11,YAMUNANAGAR,1999,1,3,396.553,30.8956666666667,1181,1000
11,YAMUNANAGAR,1999,1,1,396.553,30.8956666666667,54804,160000
12,CHAMBA,2006,1,1,727.5,15.512,2726,4031
12,CHAMBA,2006,2,2,491.6,5.21533333333333,20723,31082
12,CHAMBA,2007,1,1,227.9,15.4286666666667,2706,3345
12,CHAMBA,2007,2,2,305.5,5.0955,21086,20011
12,CHAMBA,2008,1,1,427,14.8193333333333,2666,3285
12,CHAMBA,2008,2,2,50.5,4.87216666666667,20667,27898
12,CHAMBA,2010,1,1,893.3,15.2505,3506,5767
12,CHAMBA,2010,2,2,193.9,5.66333333333333,20801,35521
12,HAMIRPUR,1998,1,3,577.49,15.4541666666667,2,1
12,HAMIRPUR,1998,1,1,577.49,15.4541666666667,2697,4040
12,HAMIRPUR,1998,2,2,177.601,4.28083333333333,35035,45844
12,HAMIRPUR,1999,1,1,530.296,15.5881666666667,2488,4006
12,HAMIRPUR,1999,2,2,76.121,5.47,34993,42270
12,HAMIRPUR,2000,1,3,538.016,15.5215,4,2
12,HAMIRPUR,2000,1,1,538.016,15.5215,2403,2997
12,HAMIRPUR,2000,2,2,88.293,4.601,34755,7948
12,KINNAUR,2008,1,1,330.9,14.8193333333333,16,24
12,KINNAUR,2008,2,2,404.2,4.87216666666667,231,297
12,KINNAUR,2010,1,1,691.4,15.2505,15,25
12,KINNAUR,2010,2,2,378.4,5.66333333333333,181,302
12,KULLU,1998,1,1,660.056,15.4541666666667,1655,1965
12,KULLU,1998,2,2,231.285,4.28083333333333,23231,38757
12,KULLU,1999,1,1,628.591,15.5881666666667,1719,2241
12,KULLU,1999,2,2,133.388,5.47,21172,35425
12,MANDI,2010,1,3,1285.7,15.2505,43,19
12,MANDI,2010,1,1,1285.7,15.2505,19481,30528
12,MANDI,2010,2,2,197.9,5.66333333333333,67091,96765
12,SHIMLA,1998,1,1,696.87,15.4541666666667,2898,3722
12,SHIMLA,1998,2,2,180.891,4.28083333333333,24294,21925
12,SHIMLA,1999,1,1,593.657,15.5881666666667,2923,3333
12,SOLAN,2007,2,2,344.7,5.0955,24984,22336
12,SOLAN,2008,1,1,1402.7,14.8193333333333,4260,10565
12,SOLAN,2008,2,2,89.4,4.87216666666667,25346,36570
12,SOLAN,2010,1,1,1228.9,15.2505,2094,5166
12,SOLAN,2010,2,2,148.4,5.66333333333333,24663,49035
12,UNA,1998,1,1,513.06,15.4541666666667,2592,5332
12,UNA,1998,2,2,147.642,4.28083333333333,33084,58813
12,UNA,1999,1,1,465.419,15.5881666666667,2677,5851
12,UNA,1999,2,2,57.997,5.47,32096,63586
12,UNA,2000,1,1,499.87,15.5215,2611,5405
12,UNA,2000,2,2,70.615,4.601,31296,40160
12,UNA,2001,1,1,519.623,15.4405,3248,7795
13,BADGAM,2007,1,1,0,10.8608333333333,23092,51080
13,BADGAM,2007,2,2,0,-1.98716666666667,774,1080
13,BADGAM,2008,2,2,0,-2.616,380,250
13,DODA,2004,1,1,518.5,10.5453333333333,4203,4758
13,DODA,2004,2,2,596,-1.32983333333333,10653,11595
13,DODA,2005,1,3,509.4,10.5198333333333,5,2.6
13,DODA,2005,1,1,509.4,10.5198333333333,3781,5640
13,KATHUA,2007,1,3,1546.2,10.8608333333333,2279,1253.5
13,KATHUA,2007,1,1,1546.2,10.8608333333333,27573,52647
13,KATHUA,2007,2,2,308,-1.98716666666667,53386,105680
13,KATHUA,2008,2,2,128.2,-2.616,55982,91120
13,KUPWARA,2004,1,1,340.1,10.5453333333333,12013,17800
13,KUPWARA,2005,1,1,218.2,10.5198333333333,13867,22120
13,KUPWARA,2007,1,1,286.4,10.8608333333333,15241,24100
13,PULWAMA,2004,1,1,288.6,10.5453333333333,23029,60261
13,PULWAMA,2004,2,2,262.5,-1.32983333333333,405,550
13,PULWAMA,2005,1,1,140.1,10.5198333333333,22864,59487
13,PULWAMA,2007,1,1,276.8,10.8608333333333,16734,46067
14,DHANBAD,2006,1,1,826.4,28.5246666666667,2.78,2.67
14,DHANBAD,2006,2,2,0,23.0455,134.51,174
14,DHANBAD,2007,2,2,9.9,22.1648333333333,42.57,66
14,DHANBAD,2010,2,2,53.8,23.2038333333333,40,56
14,DUMKA,2002,1,1,1033.415,28.8611666666667,4763.68,6347.45
14,DUMKA,2002,2,2,87.626,22.631,3168.47,5709.58
14,GIRIDIH,2002,1,1,941.871,28.8611666666667,48.51,17.27
14,GIRIDIH,2002,2,2,81.9,22.631,4149.34,5842.27
14,GIRIDIH,2004,1,1,1027.6,28.5605,2518.43,1418.72
14,GIRIDIH,2004,2,2,0,22.3063333333333,4268.26,5740.81
14,GIRIDIH,2005,1,1,699.4,29.1166666666667,2518.43,1553.03
14,KODERMA,2007,1,1,0,28.6073333333333,905.72,903.33
14,KODERMA,2007,2,2,0,22.1648333333333,1391.83,2354
14,KODERMA,2010,2,2,0,23.2038333333333,558,605
14,LOHARDAGA,2002,1,1,932.148,28.8611666666667,12453.17,8650.8
14,LOHARDAGA,2002,2,2,95.499,22.631,2101.9,2667.31
14,LOHARDAGA,2004,1,1,0,28.5605,10711.35,9504.54
14,LOHARDAGA,2004,2,2,0,22.3063333333333,2091.52,2788
14,LOHARDAGA,2005,1,1,0,29.1166666666667,10711.35,5648.45
14,LOHARDAGA,2005,2,2,0,22.452,2091.52,2794.27
14,LOHARDAGA,2006,1,1,1342.8,28.5246666666667,12417.07,130064.67
14,RANCHI,2007,1,1,1337.8,28.6073333333333,48459.12,40932
14,RANCHI,2007,2,2,132.8,22.1648333333333,3314.12,5601
14,RANCHI,2010,2,2,54.3,23.2038333333333,2198,3246
14,SAHEBGANJ,2004,2,2,15.7,22.3063333333333,2820.75,3334.13
14,SAHEBGANJ,2005,2,2,0,22.452,2836.35,2461.95
14,SAHEBGANJ,2006,1,1,783.5,28.5246666666667,1081.56,1202
14,SAHEBGANJ,2006,2,2,0,23.0455,5431.01,5616
15,BAGALKOT,2002,2,4,41.066,26.3715,157259,98880
15,BAGALKOT,2002,2,2,41.066,26.3715,23327,32386
15,BANGALORE RURAL,1997,1,1,775.981,26.795,11240,26256
15,BANGALORE RURAL,1997,2,1,282.427,25.94,195,422
15,BANGALORE RURAL,1998,1,1,1024.494,26.8106666666667,14305,39567
15,BANGALORE RURAL,1999,1,1,767.643,26.0138333333333,11541,32410
15,BANGALORE RURAL,1999,2,1,144.413,26.0565,812,1729
15,BANGALORE RURAL,1999,2,2,144.413,26.0565,4,5
15,BELGAUM,2002,1,4,1291.078,26.7218333333333,42061,57637
15,BELGAUM,2002,1,1,1291.078,26.7218333333333,65854,37874
15,BELGAUM,2002,2,4,43.116,26.3715,156042,67765
15,BELGAUM,2002,2,2,43.116,26.3715,52297,38113
15,BELLARY,1997,1,3,586.76,26.795,14047,7221
15,BELLARY,1997,1,4,586.76,26.795,51462,86921
